Year,State,Source,Fuel,ModelYr,Run,CO2_Equiv,CO,NOx,SO2,Total_PM10,Total_PM25,VOC,Distance
2019,1,42,1,1990,4,0,0,0,0,0,0,0,6
2019,1,42,1,1991,4,0,0,0,0,0,0,0,16
2019,1,42,1,1992,4,0,0,0,0,0,0,0,5
2019,1,42,1,1993,4,0,0,0,0,0,0,0,20
2019,1,42,1,1994,4,0,0,0,0,0,0,0,382
2019,1,42,1,1995,4,1,0,0,0,0,0,0,527
2019,1,42,1,1996,4,1,0,0,0,0,0,0,999
2019,1,42,1,1997,4,0,0,0,0,0,0,0,85
2019,1,42,1,1998,4,0,0,0,0,0,0,0,229
2019,1,42,1,1999,4,1,0,0,0,0,0,0,589
2019,1,42,1,2000,4,48,1,0,0,0,0,0,41738
2019,1,42,1,2001,4,110,3,0,0,0,0,0,92518
2019,1,42,1,2002,4,155,4,0,0,0,0,0,130325
2019,1,42,1,2003,4,209,5,1,0,0,0,0,175674
2019,1,42,1,2004,4,245,6,1,0,0,0,0,205705
2019,1,42,1,2005,4,241,6,1,0,0,0,0,202636
2019,1,42,1,2006,4,363,9,1,0,0,0,0,304346
2019,1,42,1,2007,4,324,8,1,0,0,0,0,272496
2019,1,42,1,2008,4,577,11,1,0,0,0,1,485337
2019,1,42,1,2009,4,523,10,1,0,0,0,1,438269
2019,1,42,1,2010,4,1266,39,0,0,0,0,1,632533
2019,1,42,1,2011,4,1299,40,0,0,0,0,1,651203
2019,1,42,1,2012,4,1710,52,1,0,0,0,2,857346
2019,1,42,1,2013,4,1441,44,1,0,0,0,1,722531
2019,1,42,1,2014,4,1532,20,0,0,0,0,1,774484
2019,1,42,1,2015,4,1560,20,0,0,0,0,1,788905
2019,1,42,1,2016,4,1791,24,1,0,0,0,1,953358
2019,1,42,1,2017,4,1873,25,1,0,0,0,1,996932
2019,1,42,1,2018,4,1215,16,0,0,0,0,1,646657
2019,1,42,1,2019,4,1331,18,0,0,0,0,1,708188
2019,1,42,2,1989,4,9,0,0,0,0,0,0,4676
2019,1,42,2,1990,4,8,0,0,0,0,0,0,4453
2019,1,42,2,1991,4,7,0,0,0,0,0,0,3986
2019,1,42,2,1992,4,10,0,0,0,0,0,0,5243
2019,1,42,2,1993,4,6,0,0,0,0,0,0,3560
2019,1,42,2,1994,4,50,0,1,0,0,0,0,27381
2019,1,42,2,1995,4,27,0,0,0,0,0,0,14709
2019,1,42,2,1996,4,166,1,3,0,0,0,0,91355
2019,1,42,2,1997,4,128,1,2,0,0,0,0,70416
2019,1,42,2,1998,4,306,2,4,0,0,0,0,168499
2019,1,42,2,1999,4,612,4,7,0,0,0,1,338280
2019,1,42,2,2000,4,925,5,10,0,0,0,1,522131
2019,1,42,2,2001,4,1391,8,15,0,0,0,2,772350
2019,1,42,2,2002,4,1502,8,16,0,0,0,2,841653
2019,1,42,2,2003,4,1735,4,11,0,0,0,1,976318
2019,1,42,2,2004,4,1790,4,11,0,0,0,1,1012624
2019,1,42,2,2005,4,1693,4,10,0,0,0,1,972356
2019,1,42,2,2006,4,2436,6,14,0,1,1,2,1412299
2019,1,42,2,2007,4,3186,3,10,0,0,0,0,1787784
2019,1,42,2,2008,4,4330,4,13,0,0,0,1,2422678
2019,1,42,2,2009,4,5438,5,17,0,0,0,1,3022398
2019,1,42,2,2010,4,6354,8,15,0,0,0,1,3269887
2019,1,42,2,2011,4,4398,7,9,0,0,0,0,2264044
2019,1,42,2,2012,4,5971,9,11,0,0,0,0,3081096
2019,1,42,2,2013,4,5578,8,9,0,0,0,0,2915560
2019,1,42,2,2014,4,8237,9,12,0,0,0,0,4508457
2019,1,42,2,2015,4,8396,9,12,0,0,0,0,4592402
2019,1,42,2,2016,4,10111,10,12,0,0,0,1,5549730
2019,1,42,2,2017,4,10121,10,12,0,0,0,1,5803377
2019,1,42,2,2018,4,6566,7,8,0,0,0,0,3764339
2019,1,42,2,2019,4,7190,7,8,0,0,0,0,4122525
2019,1,42,3,1989,4,0,0,0,0,0,0,0,3
2019,1,42,3,1992,4,0,0,0,0,0,0,0,59
2019,1,42,3,1993,4,1,0,0,0,0,0,0,251
2019,1,42,3,1994,4,3,0,0,0,0,0,0,1029
2019,1,42,3,1995,4,4,0,0,0,0,0,0,1448
2019,1,42,3,1996,4,15,0,0,0,0,0,0,6164
2019,1,42,3,1997,4,20,0,0,0,0,0,0,8122
2019,1,42,3,1998,4,47,1,0,0,0,0,0,19043
2019,1,42,3,1999,4,84,1,1,0,0,0,0,33710
2019,1,42,3,2000,4,133,2,1,0,0,0,0,53653
2019,1,42,3,2001,4,216,3,2,0,0,0,0,87216
2019,1,42,3,2002,4,230,0,1,0,0,0,0,124690
2019,1,42,3,2003,4,149,0,1,0,0,0,0,80881
2019,1,42,3,2004,4,81,0,0,0,0,0,0,43973
2019,1,42,3,2005,4,143,0,1,0,0,0,0,77485
2019,1,42,3,2006,4,75,0,0,0,0,0,0,40748
2019,1,42,3,2007,4,133,0,0,0,0,0,0,77356
2019,1,42,3,2008,4,544,2,1,0,0,0,0,316700
2019,1,42,3,2009,4,488,1,1,0,0,0,0,284107
2019,1,42,3,2010,4,298,6,0,0,0,0,0,118826
2019,1,42,3,2011,4,848,16,0,0,0,0,0,337542
2019,1,42,3,2012,4,830,16,0,0,0,0,0,330690
2019,1,42,3,2013,4,1087,21,0,0,0,0,0,432999
2019,1,42,3,2014,4,676,7,0,0,0,0,0,333067
2019,1,42,3,2015,4,688,7,0,0,0,0,0,339270
2019,1,42,3,2016,4,832,8,0,0,0,0,0,409993
2019,1,42,3,2017,4,847,9,0,0,0,0,0,428732
2019,1,42,3,2018,4,549,6,0,0,0,0,0,278095
2019,1,42,3,2019,4,602,6,0,0,0,0,0,304556
2019,2,42,1,1990,4,0,0,0,0,0,0,0,0
2019,2,42,1,1991,4,0,0,0,0,0,0,0,1
2019,2,42,1,1992,4,0,0,0,0,0,0,0,0
2019,2,42,1,1993,4,0,0,0,0,0,0,0,2
2019,2,42,1,1994,4,0,0,0,0,0,0,0,31
2019,2,42,1,1995,4,0,0,0,0,0,0,0,43
2019,2,42,1,1996,4,0,0,0,0,0,0,0,81
2019,2,42,1,1997,4,0,0,0,0,0,0,0,7
2019,2,42,1,1998,4,0,0,0,0,0,0,0,19
2019,2,42,1,1999,4,0,0,0,0,0,0,0,48
2019,2,42,1,2000,4,4,0,0,0,0,0,0,3375
2019,2,42,1,2001,4,9,0,0,0,0,0,0,7482
2019,2,42,1,2002,4,12,0,0,0,0,0,0,10539
2019,2,42,1,2003,4,17,0,0,0,0,0,0,14206
2019,2,42,1,2004,4,20,1,0,0,0,0,0,16635
2019,2,42,1,2005,4,19,1,0,0,0,0,0,16387
2019,2,42,1,2006,4,29,1,0,0,0,0,0,24612
2019,2,42,1,2007,4,26,1,0,0,0,0,0,22036
2019,2,42,1,2008,4,47,1,0,0,0,0,0,39249
2019,2,42,1,2009,4,42,1,0,0,0,0,0,35442
2019,2,42,1,2010,4,103,3,0,0,0,0,0,51152
2019,2,42,1,2011,4,106,3,0,0,0,0,0,52662
2019,2,42,1,2012,4,139,4,0,0,0,0,0,69332
2019,2,42,1,2013,4,117,3,0,0,0,0,0,58430
2019,2,42,1,2014,4,125,1,0,0,0,0,0,62631
2019,2,42,1,2015,4,127,1,0,0,0,0,0,63797
2019,2,42,1,2016,4,146,2,0,0,0,0,0,77096
2019,2,42,1,2017,4,153,2,0,0,0,0,0,80620
2019,2,42,1,2018,4,99,1,0,0,0,0,0,52294
2019,2,42,1,2019,4,109,1,0,0,0,0,0,57270
2019,2,42,2,1989,4,1,0,0,0,0,0,0,378
2019,2,42,2,1990,4,1,0,0,0,0,0,0,360
2019,2,42,2,1991,4,1,0,0,0,0,0,0,322
2019,2,42,2,1992,4,1,0,0,0,0,0,0,424
2019,2,42,2,1993,4,1,0,0,0,0,0,0,288
2019,2,42,2,1994,4,4,0,0,0,0,0,0,2214
2019,2,42,2,1995,4,2,0,0,0,0,0,0,1189
2019,2,42,2,1996,4,14,0,0,0,0,0,0,7388
2019,2,42,2,1997,4,10,0,0,0,0,0,0,5694
2019,2,42,2,1998,4,25,0,0,0,0,0,0,13626
2019,2,42,2,1999,4,50,0,1,0,0,0,0,27356
2019,2,42,2,2000,4,75,0,1,0,0,0,0,42224
2019,2,42,2,2001,4,113,1,1,0,0,0,0,62459
2019,2,42,2,2002,4,122,1,1,0,0,0,0,68063
2019,2,42,2,2003,4,141,0,1,0,0,0,0,78953
2019,2,42,2,2004,4,145,0,1,0,0,0,0,81889
2019,2,42,2,2005,4,137,0,1,0,0,0,0,78633
2019,2,42,2,2006,4,197,0,1,0,0,0,0,114210
2019,2,42,2,2007,4,259,0,1,0,0,0,0,144575
2019,2,42,2,2008,4,352,0,1,0,0,0,0,195918
2019,2,42,2,2009,4,442,0,2,0,0,0,0,244416
2019,2,42,2,2010,4,516,1,1,0,0,0,0,264431
2019,2,42,2,2011,4,357,1,1,0,0,0,0,183089
2019,2,42,2,2012,4,485,1,1,0,0,0,0,249163
2019,2,42,2,2013,4,453,1,1,0,0,0,0,235776
2019,2,42,2,2014,4,669,1,1,0,0,0,0,364591
2019,2,42,2,2015,4,682,1,1,0,0,0,0,371380
2019,2,42,2,2016,4,821,1,1,0,0,0,0,448797
2019,2,42,2,2017,4,822,1,1,0,0,0,0,469309
2019,2,42,2,2018,4,534,1,1,0,0,0,0,304415
2019,2,42,2,2019,4,584,1,1,0,0,0,0,333381
2019,2,42,3,1989,4,0,0,0,0,0,0,0,0
2019,2,42,3,1992,4,0,0,0,0,0,0,0,5
2019,2,42,3,1993,4,0,0,0,0,0,0,0,20
2019,2,42,3,1994,4,0,0,0,0,0,0,0,83
2019,2,42,3,1995,4,0,0,0,0,0,0,0,117
2019,2,42,3,1996,4,1,0,0,0,0,0,0,498
2019,2,42,3,1997,4,2,0,0,0,0,0,0,657
2019,2,42,3,1998,4,4,0,0,0,0,0,0,1540
2019,2,42,3,1999,4,7,0,0,0,0,0,0,2726
2019,2,42,3,2000,4,11,0,0,0,0,0,0,4339
2019,2,42,3,2001,4,18,0,0,0,0,0,0,7053
2019,2,42,3,2002,4,19,0,0,0,0,0,0,10083
2019,2,42,3,2003,4,12,0,0,0,0,0,0,6541
2019,2,42,3,2004,4,7,0,0,0,0,0,0,3556
2019,2,42,3,2005,4,12,0,0,0,0,0,0,6266
2019,2,42,3,2006,4,6,0,0,0,0,0,0,3295
2019,2,42,3,2007,4,11,0,0,0,0,0,0,6256
2019,2,42,3,2008,4,44,0,0,0,0,0,0,25611
2019,2,42,3,2009,4,40,0,0,0,0,0,0,22975
2019,2,42,3,2010,4,24,0,0,0,0,0,0,9609
2019,2,42,3,2011,4,68,1,0,0,0,0,0,27296
2019,2,42,3,2012,4,67,1,0,0,0,0,0,26742
2019,2,42,3,2013,4,88,2,0,0,0,0,0,35016
2019,2,42,3,2014,4,55,1,0,0,0,0,0,26935
2019,2,42,3,2015,4,56,1,0,0,0,0,0,27436
2019,2,42,3,2016,4,67,1,0,0,0,0,0,33155
2019,2,42,3,2017,4,69,1,0,0,0,0,0,34671
2019,2,42,3,2018,4,44,0,0,0,0,0,0,22489
2019,2,42,3,2019,4,49,0,0,0,0,0,0,24629
2019,4,42,1,1990,4,0,0,0,0,0,0,0,6
2019,4,42,1,1991,4,0,0,0,0,0,0,0,16
2019,4,42,1,1992,4,0,0,0,0,0,0,0,5
2019,4,42,1,1993,4,0,0,0,0,0,0,0,21
2019,4,42,1,1994,4,0,0,0,0,0,0,0,393
2019,4,42,1,1995,4,1,0,0,0,0,0,0,541
2019,4,42,1,1996,4,1,0,0,0,0,0,0,1025
2019,4,42,1,1997,4,0,0,0,0,0,0,0,87
2019,4,42,1,1998,4,0,0,0,0,0,0,0,235
2019,4,42,1,1999,4,1,0,0,0,0,0,0,605
2019,4,42,1,2000,4,50,2,0,0,0,0,0,42851
2019,4,42,1,2001,4,113,3,0,0,0,0,0,94983
2019,4,42,1,2002,4,160,4,0,0,0,0,0,133799
2019,4,42,1,2003,4,215,5,0,0,0,0,0,180356
2019,4,42,1,2004,4,253,6,0,0,0,0,0,211187
2019,4,42,1,2005,4,249,6,0,0,0,0,0,208036
2019,4,42,1,2006,4,374,9,1,0,0,0,0,312458
2019,4,42,1,2007,4,334,8,0,0,0,0,0,279759
2019,4,42,1,2008,4,595,10,1,0,0,0,1,498275
2019,4,42,1,2009,4,539,9,0,0,0,0,1,449949
2019,4,42,1,2010,4,1308,34,0,0,0,0,1,649389
2019,4,42,1,2011,4,1342,35,0,0,0,0,1,668557
2019,4,42,1,2012,4,1766,46,0,0,0,0,2,880197
2019,4,42,1,2013,4,1489,39,0,0,0,0,1,741788
2019,4,42,1,2014,4,1583,18,0,0,0,0,1,795121
2019,4,42,1,2015,4,1612,18,0,0,0,0,1,809926
2019,4,42,1,2016,4,1851,21,0,0,0,0,1,978764
2019,4,42,1,2017,4,1936,22,0,0,0,0,1,1023498
2019,4,42,1,2018,4,1256,14,0,0,0,0,1,663888
2019,4,42,1,2019,4,1375,16,0,0,0,0,1,727058
2019,4,42,2,1989,4,9,0,0,0,0,0,0,4801
2019,4,42,2,1990,4,8,0,0,0,0,0,0,4572
2019,4,42,2,1991,4,8,0,0,0,0,0,0,4093
2019,4,42,2,1992,4,10,0,0,0,0,0,0,5383
2019,4,42,2,1993,4,7,0,0,0,0,0,0,3655
2019,4,42,2,1994,4,52,0,1,0,0,0,0,28111
2019,4,42,2,1995,4,28,0,1,0,0,0,0,15101
2019,4,42,2,1996,4,173,1,3,0,0,0,0,93790
2019,4,42,2,1997,4,133,1,2,0,0,0,0,72293
2019,4,42,2,1998,4,318,2,5,0,0,0,0,172990
2019,4,42,2,1999,4,636,4,8,0,0,0,1,347294
2019,4,42,2,2000,4,961,6,11,0,0,0,1,536047
2019,4,42,2,2001,4,1445,8,17,0,0,0,2,792934
2019,4,42,2,2002,4,1560,8,18,0,0,0,2,864085
2019,4,42,2,2003,4,1801,5,12,0,1,0,1,1002338
2019,4,42,2,2004,4,1858,5,12,0,1,0,1,1039609
2019,4,42,2,2005,4,1757,4,11,0,1,0,1,998273
2019,4,42,2,2006,4,2527,6,15,0,1,1,2,1449940
2019,4,42,2,2007,4,3308,3,11,0,0,0,0,1835427
2019,4,42,2,2008,4,4497,4,15,0,0,0,1,2487249
2019,4,42,2,2009,4,5648,5,19,0,0,0,1,3102951
2019,4,42,2,2010,4,6583,8,17,0,0,0,1,3357040
2019,4,42,2,2011,4,4560,7,10,0,0,0,0,2324382
2019,4,42,2,2012,4,6191,9,12,0,0,0,0,3163204
2019,4,42,2,2013,4,5781,9,10,0,0,0,0,2993257
2019,4,42,2,2014,4,8541,10,13,0,0,0,0,4628604
2019,4,42,2,2015,4,8707,10,14,0,0,0,0,4714792
2019,4,42,2,2016,4,10483,11,14,0,0,0,1,5697638
2019,4,42,2,2017,4,10490,11,13,0,0,0,1,5958044
2019,4,42,2,2018,4,6806,7,9,0,0,0,0,3864661
2019,4,42,2,2019,4,7453,8,10,0,0,0,0,4232398
2019,4,42,3,1989,4,0,0,0,0,0,0,0,3
2019,4,42,3,1992,4,0,0,0,0,0,0,0,60
2019,4,42,3,1993,4,1,0,0,0,0,0,0,257
2019,4,42,3,1994,4,3,0,0,0,0,0,0,1056
2019,4,42,3,1995,4,4,0,0,0,0,0,0,1487
2019,4,42,3,1996,4,16,0,0,0,0,0,0,6328
2019,4,42,3,1997,4,21,0,0,0,0,0,0,8339
2019,4,42,3,1998,4,49,1,0,0,0,0,0,19550
2019,4,42,3,1999,4,87,1,1,0,0,0,0,34609
2019,4,42,3,2000,4,139,2,1,0,0,0,0,55083
2019,4,42,3,2001,4,226,3,2,0,0,0,0,89540
2019,4,42,3,2002,4,241,0,1,0,0,0,0,128012
2019,4,42,3,2003,4,156,0,1,0,0,0,0,83036
2019,4,42,3,2004,4,85,0,0,0,0,0,0,45145
2019,4,42,3,2005,4,150,0,1,0,0,0,0,79551
2019,4,42,3,2006,4,79,0,0,0,0,0,0,41833
2019,4,42,3,2007,4,139,0,0,0,0,0,0,79417
2019,4,42,3,2008,4,568,2,1,0,0,0,0,325141
2019,4,42,3,2009,4,509,1,1,0,0,0,0,291679
2019,4,42,3,2010,4,312,6,0,0,0,0,0,121993
2019,4,42,3,2011,4,887,17,0,0,0,0,0,346538
2019,4,42,3,2012,4,869,16,0,0,0,0,0,339504
2019,4,42,3,2013,4,1138,21,1,0,0,0,1,444536
2019,4,42,3,2014,4,704,7,0,0,0,0,0,341945
2019,4,42,3,2015,4,717,7,0,0,0,0,0,348312
2019,4,42,3,2016,4,867,9,0,0,0,0,0,420920
2019,4,42,3,2017,4,883,9,0,0,0,0,0,440158
2019,4,42,3,2018,4,573,6,0,0,0,0,0,285507
2019,4,42,3,2019,4,627,6,0,0,0,0,0,312673
2019,5,42,1,1990,4,0,0,0,0,0,0,0,4
2019,5,42,1,1991,4,0,0,0,0,0,0,0,10
2019,5,42,1,1992,4,0,0,0,0,0,0,0,3
2019,5,42,1,1993,4,0,0,0,0,0,0,0,12
2019,5,42,1,1994,4,0,0,0,0,0,0,0,235
2019,5,42,1,1995,4,0,0,0,0,0,0,0,324
2019,5,42,1,1996,4,1,0,0,0,0,0,0,614
2019,5,42,1,1997,4,0,0,0,0,0,0,0,52
2019,5,42,1,1998,4,0,0,0,0,0,0,0,141
2019,5,42,1,1999,4,0,0,0,0,0,0,0,362
2019,5,42,1,2000,4,29,1,0,0,0,0,0,25650
2019,5,42,1,2001,4,67,2,0,0,0,0,0,56855
2019,5,42,1,2002,4,94,2,0,0,0,0,0,80090
2019,5,42,1,2003,4,127,3,0,0,0,0,0,107958
2019,5,42,1,2004,4,149,4,0,0,0,0,0,126413
2019,5,42,1,2005,4,147,4,0,0,0,0,0,124526
2019,5,42,1,2006,4,221,6,1,0,0,0,0,187032
2019,5,42,1,2007,4,198,5,0,0,0,0,0,167458
2019,5,42,1,2008,4,352,6,1,0,0,0,0,298258
2019,5,42,1,2009,4,319,6,0,0,0,0,0,269331
2019,5,42,1,2010,4,775,24,0,0,0,0,1,388712
2019,5,42,1,2011,4,795,25,0,0,0,0,1,400186
2019,5,42,1,2012,4,1047,33,0,0,0,0,1,526869
2019,5,42,1,2013,4,883,28,0,0,0,0,1,444018
2019,5,42,1,2014,4,938,12,0,0,0,0,1,475944
2019,5,42,1,2015,4,955,13,0,0,0,0,1,484806
2019,5,42,1,2016,4,1097,15,0,0,0,0,1,585869
2019,5,42,1,2017,4,1147,16,0,0,0,0,1,612647
2019,5,42,1,2018,4,744,10,0,0,0,0,1,397391
2019,5,42,1,2019,4,815,11,0,0,0,0,1,435204
2019,5,42,2,1989,4,5,0,0,0,0,0,0,2874
2019,5,42,2,1990,4,5,0,0,0,0,0,0,2736
2019,5,42,2,1991,4,4,0,0,0,0,0,0,2450
2019,5,42,2,1992,4,6,0,0,0,0,0,0,3222
2019,5,42,2,1993,4,4,0,0,0,0,0,0,2188
2019,5,42,2,1994,4,30,0,1,0,0,0,0,16827
2019,5,42,2,1995,4,16,0,0,0,0,0,0,9039
2019,5,42,2,1996,4,101,1,2,0,0,0,0,56141
2019,5,42,2,1997,4,77,0,1,0,0,0,0,43273
2019,5,42,2,1998,4,186,1,3,0,0,0,0,103549
2019,5,42,2,1999,4,371,2,4,0,0,0,0,207884
2019,5,42,2,2000,4,561,3,6,0,0,0,1,320867
2019,5,42,2,2001,4,844,5,9,0,0,0,1,474635
2019,5,42,2,2002,4,911,5,10,0,0,0,1,517225
2019,5,42,2,2003,4,1053,3,6,0,0,0,1,599980
2019,5,42,2,2004,4,1086,3,7,0,0,0,1,622291
2019,5,42,2,2005,4,1027,3,6,0,0,0,1,597545
2019,5,42,2,2006,4,1479,4,8,0,0,0,1,867908
2019,5,42,2,2007,4,1933,2,6,0,0,0,0,1098652
2019,5,42,2,2008,4,2627,2,8,0,0,0,0,1488820
2019,5,42,2,2009,4,3299,3,10,0,0,0,0,1857365
2019,5,42,2,2010,4,3868,5,9,0,0,0,0,2009463
2019,5,42,2,2011,4,2674,4,6,0,0,0,0,1391333
2019,5,42,2,2012,4,3631,5,7,0,0,0,0,1893435
2019,5,42,2,2013,4,3394,5,5,0,0,0,0,1791704
2019,5,42,2,2014,4,5008,5,7,0,0,0,0,2770601
2019,5,42,2,2015,4,5105,6,7,0,0,0,0,2822185
2019,5,42,2,2016,4,6148,6,7,0,0,0,0,3410498
2019,5,42,2,2017,4,6156,6,7,0,0,0,0,3566372
2019,5,42,2,2018,4,3994,4,5,0,0,0,0,2313313
2019,5,42,2,2019,4,4374,4,5,0,0,0,0,2533432
2019,5,42,3,1989,4,0,0,0,0,0,0,0,2
2019,5,42,3,1992,4,0,0,0,0,0,0,0,36
2019,5,42,3,1993,4,0,0,0,0,0,0,0,154
2019,5,42,3,1994,4,2,0,0,0,0,0,0,632
2019,5,42,3,1995,4,2,0,0,0,0,0,0,890
2019,5,42,3,1996,4,9,0,0,0,0,0,0,3788
2019,5,42,3,1997,4,12,0,0,0,0,0,0,4992
2019,5,42,3,1998,4,28,0,0,0,0,0,0,11702
2019,5,42,3,1999,4,50,1,0,0,0,0,0,20716
2019,5,42,3,2000,4,80,1,1,0,0,0,0,32972
2019,5,42,3,2001,4,130,2,1,0,0,0,0,53597
2019,5,42,3,2002,4,138,0,1,0,0,0,0,76626
2019,5,42,3,2003,4,90,0,0,0,0,0,0,49704
2019,5,42,3,2004,4,49,0,0,0,0,0,0,27023
2019,5,42,3,2005,4,86,0,0,0,0,0,0,47617
2019,5,42,3,2006,4,45,0,0,0,0,0,0,25041
2019,5,42,3,2007,4,80,0,0,0,0,0,0,47538
2019,5,42,3,2008,4,328,1,1,0,0,0,0,194623
2019,5,42,3,2009,4,294,1,1,0,0,0,0,174593
2019,5,42,3,2010,4,179,3,0,0,0,0,0,73023
2019,5,42,3,2011,4,508,10,0,0,0,0,0,207431
2019,5,42,3,2012,4,498,10,0,0,0,0,0,203221
2019,5,42,3,2013,4,652,12,0,0,0,0,0,266091
2019,5,42,3,2014,4,407,4,0,0,0,0,0,204681
2019,5,42,3,2015,4,415,4,0,0,0,0,0,208492
2019,5,42,3,2016,4,502,5,0,0,0,0,0,251955
2019,5,42,3,2017,4,511,5,0,0,0,0,0,263470
2019,5,42,3,2018,4,331,3,0,0,0,0,0,170899
2019,5,42,3,2019,4,363,4,0,0,0,0,0,187161
2019,6,42,1,1990,4,0,0,0,0,0,0,0,34
2019,6,42,1,1991,4,0,0,0,0,0,0,0,85
2019,6,42,1,1992,4,0,0,0,0,0,0,0,25
2019,6,42,1,1993,4,0,0,0,0,0,0,0,109
2019,6,42,1,1994,4,2,0,0,0,0,0,0,2081
2019,6,42,1,1995,4,3,0,0,0,0,0,0,2869
2019,6,42,1,1996,4,6,1,0,0,0,0,0,5434
2019,6,42,1,1997,4,1,0,0,0,0,0,0,460
2019,6,42,1,1998,4,1,0,0,0,0,0,0,1246
2019,6,42,1,1999,4,4,0,0,0,0,0,0,3204
2019,6,42,1,2000,4,262,8,1,0,0,0,0,227131
2019,6,42,1,2001,4,599,14,1,0,0,0,1,503461
2019,6,42,1,2002,4,845,20,1,0,0,0,1,709199
2019,6,42,1,2003,4,1138,27,1,0,0,0,1,955984
2019,6,42,1,2004,4,1336,32,2,0,0,0,1,1119402
2019,6,42,1,2005,4,1316,31,1,0,0,0,1,1102700
2019,6,42,1,2006,4,1979,47,2,0,0,0,2,1656194
2019,6,42,1,2007,4,1767,42,2,0,0,0,2,1482872
2019,6,42,1,2008,4,3148,48,3,0,0,0,3,2641112
2019,6,42,1,2009,4,2853,42,2,0,0,0,2,2384968
2019,6,42,1,2010,4,6911,166,1,0,0,0,5,3442115
2019,6,42,1,2011,4,7089,170,1,0,0,0,5,3543709
2019,6,42,1,2012,4,9333,223,2,0,0,0,7,4665493
2019,6,42,1,2013,4,7865,188,1,0,0,0,6,3931866
2019,6,42,1,2014,4,8362,85,1,0,0,0,5,4214578
2019,6,42,1,2015,4,8517,87,1,0,0,0,5,4293054
2019,6,42,1,2016,4,9779,104,1,0,0,0,6,5187970
2019,6,42,1,2017,4,10226,108,1,0,0,0,6,5425101
2019,6,42,1,2018,4,6633,70,1,0,0,0,4,3518962
2019,6,42,1,2019,4,7264,77,1,0,0,0,5,3853809
2019,6,42,2,1989,4,47,0,1,0,0,0,0,25446
2019,6,42,2,1990,4,45,0,1,0,0,0,0,24232
2019,6,42,2,1991,4,40,0,1,0,0,0,0,21693
2019,6,42,2,1992,4,52,0,1,0,0,0,0,28531
2019,6,42,2,1993,4,35,0,1,0,0,0,0,19372
2019,6,42,2,1994,4,273,2,5,0,0,0,0,149002
2019,6,42,2,1995,4,147,1,3,0,0,0,0,80042
2019,6,42,2,1996,4,909,5,17,0,0,0,1,497135
2019,6,42,2,1997,4,698,4,13,0,0,0,1,383189
2019,6,42,2,1998,4,1672,10,25,0,0,0,2,916939
2019,6,42,2,1999,4,3348,19,39,0,1,1,4,1840845
2019,6,42,2,2000,4,5057,29,58,0,1,1,6,2841334
2019,6,42,2,2001,4,7602,42,85,0,2,2,9,4202969
2019,6,42,2,2002,4,8209,44,90,0,2,2,9,4580102
2019,6,42,2,2003,4,9481,24,60,0,3,2,7,5312925
2019,6,42,2,2004,4,9780,25,61,0,3,3,7,5510481
2019,6,42,2,2005,4,9250,23,56,0,3,2,6,5291364
2019,6,42,2,2006,4,13312,33,78,0,4,4,9,7685452
2019,6,42,2,2007,4,17411,15,55,0,0,0,2,9728731
2019,6,42,2,2008,4,23669,20,76,0,0,0,3,13183730
2019,6,42,2,2009,4,29724,25,96,0,1,0,4,16447270
2019,6,42,2,2010,4,34689,42,85,0,0,0,4,17794070
2019,6,42,2,2011,4,24019,38,53,0,0,0,2,12320455
2019,6,42,2,2012,4,32608,50,63,0,0,0,3,16766660
2019,6,42,2,2013,4,30457,46,51,0,0,0,2,15865800
2019,6,42,2,2014,4,44979,50,68,0,0,0,2,24534050
2019,6,42,2,2015,4,45853,52,69,0,0,0,2,24990850
2019,6,42,2,2016,4,55211,57,70,0,0,0,3,30200470
2019,6,42,2,2017,4,55256,56,68,0,0,0,3,31580810
2019,6,42,2,2018,4,35847,36,44,0,0,0,2,20484710
2019,6,42,2,2019,4,39258,40,49,0,0,0,2,22433910
2019,6,42,3,1989,4,0,0,0,0,0,0,0,14
2019,6,42,3,1992,4,1,0,0,0,0,0,0,319
2019,6,42,3,1993,4,3,0,0,0,0,0,0,1363
2019,6,42,3,1994,4,14,0,0,0,0,0,0,5598
2019,6,42,3,1995,4,20,0,0,0,0,0,0,7881
2019,6,42,3,1996,4,84,1,1,0,0,0,0,33542
2019,6,42,3,1997,4,110,1,1,0,0,0,0,44201
2019,6,42,3,1998,4,259,3,2,0,0,0,1,103626
2019,6,42,3,1999,4,458,6,3,0,0,0,1,183444
2019,6,42,3,2000,4,729,9,5,0,0,0,1,291970
2019,6,42,3,2001,4,1185,14,9,0,0,0,2,474609
2019,6,42,3,2002,4,1261,2,6,0,0,0,0,678532
2019,6,42,3,2003,4,818,2,4,0,0,0,0,440135
2019,6,42,3,2004,4,445,1,2,0,0,0,0,239292
2019,6,42,3,2005,4,784,2,4,0,0,0,0,421659
2019,6,42,3,2006,4,412,1,2,0,0,0,0,221740
2019,6,42,3,2007,4,728,2,2,0,0,0,0,420954
2019,6,42,3,2008,4,2980,9,7,0,0,0,0,1723417
2019,6,42,3,2009,4,2673,8,7,0,0,0,0,1546050
2019,6,42,3,2010,4,1639,31,1,0,0,0,1,646626
2019,6,42,3,2011,4,4657,88,2,0,0,0,2,1836829
2019,6,42,3,2012,4,4562,86,2,0,0,0,2,1799554
2019,6,42,3,2013,4,5974,113,3,0,0,0,3,2356267
