Source: EMFAC2021 (v1.0.2) Emission Rates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region Type: Statewide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region: California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calendar Year: 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Season: Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vehicle Classification: EMFAC202x Categories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Units: miles/day for CVMT and EVMT, trips/day for Trips, g/mile for RUNEX, PMBW and PMTW, g/trip for STREX, HOTSOAK and RUNLOSS, g/vehicle/day for IDLEX and DIURN. PHEV calculated based on total VMT.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region,Calendar Year,Vehicle Category,Model Year,Speed,Fuel,Population,Total VMT,CVMT,EVMT,Trips,NOx_RUNEX,NOx_IDLEX,NOx_STREX,PM2.5_RUNEX,PM2.5_IDLEX,PM2.5_STREX,PM2.5_PMTW,PM2.5_PMBW,PM10_RUNEX,PM10_IDLEX,PM10_STREX,PM10_PMTW,PM10_PMBW,CO2_RUNEX,CO2_IDLEX,CO2_STREX,CH4_RUNEX,CH4_IDLEX,CH4_STREX,N2O_RUNEX,N2O_IDLEX,N2O_STREX,ROG_RUNEX,ROG_IDLEX,ROG_STREX,ROG_HOTSOAK,ROG_RUNLOSS,ROG_DIURN,TOG_RUNEX,TOG_IDLEX,TOG_STREX,TOG_HOTSOAK,TOG_RUNLOSS,TOG_DIURN,NH3_RUNEX,CO_RUNEX,CO_IDLEX,CO_STREX,SOx_RUNEX,SOx_IDLEX,SOx_STREX
Statewide Totals,2023,UBUS,2019,Aggregate,Natural Gas,94.53375805,2501.147089,2501.147089,0,378.1350322,0.108192262,0,0,0.000752424,0,0,0.006947201,0.038313426,0.000786446,0,0,0.027788806,0.109466932,1774.919982,0,0,3.47960129,0,0,0.361829049,0,0,0.052420145,0,0,0,0,0,3.554139903,0,0,0,0,0,0.97,39.67486979,0,0,0,0,0
Statewide Totals,2023,UBUS,2020,Aggregate,Gasoline,386.9695826,25245.12667,25245.12667,0,1547.878331,0.124242391,0,0.668593776,0.001426401,0,0.000629863,0.002556482,0.03555061,0.001551341,0,0.000685033,0.010225928,0.101573172,1496.514942,0,83.06840959,0.003491781,0,0.083501655,0.012385043,0,0.069967912,0.011257257,0,0.349041121,0.027628273,0.091889219,0.394913785,0.016426563,0,0.382156093,0.027628273,0.091889219,0.394913785,0.045,0.400749974,0,8.234438722,0.014794574,0,0.000821216
Statewide Totals,2023,UBUS,2020,Aggregate,Diesel,522.3001052,42502.71998,42502.71998,0,2089.200421,0.37843711,0,0,0.007198871,0,0,0.007983333,0.038201434,0.007524372,0,0,0.031933334,0.109146954,1169.283456,0,0,0.003243549,0,0,0.184221085,0,0,0.069832655,0,0,0,0,0,0.079499203,0,0,0,0,0,0.22,0.083080734,0,0,0.011079555,0,0
Statewide Totals,2023,UBUS,2020,Aggregate,Natural Gas,1301.952557,111267.936,111267.936,0,5207.81023,0.109778727,0,0,0.000509127,0,0,0.008403856,0.038433965,0.000532147,0,0,0.033615424,0.10981133,1940.366205,0,0,4.333269918,0,0,0.395556344,0,0,0.06274931,0,0,0,0,0,4.423331874,0,0,0,0,0,0.97,50.84659538,0,0,0,0,0
Statewide Totals,2023,UBUS,2021,Aggregate,Gasoline,76.72324194,5298.007789,5298.007789,0,306.8929678,0.099975817,0,0.631986218,0.001293906,0,0.000612469,0.002497661,0.035159451,0.001407241,0,0.000666116,0.009990644,0.100455574,1382.252523,0,81.5811949,0.003017309,0,0.078545884,0.010547902,0,0.069227269,0.009469095,0,0.323930118,0.02752197,0.092032326,0.392896701,0.013817281,0,0.354662705,0.02752197,0.092032326,0.392896701,0.045,0.414434742,0,8.481844349,0.013664973,0,0.000806513
Statewide Totals,2023,UBUS,2021,Aggregate,Diesel,109.7523052,10973.59613,10973.59613,0,439.0092208,0.224233442,0,0,0.004097986,0,0,0.005200557,0.03845404,0.004283278,0,0,0.020802229,0.109868685,934.1651969,0,0,0.002180542,0,0,0.147178107,0,0,0.046946466,0,0,0,0,0,0.053444984,0,0,0,0,0,0.22,0.047157721,0,0,0.00885169,0,0
Statewide Totals,2023,UBUS,2021,Aggregate,Natural Gas,374.9765657,40617.9862,40617.9862,0,1499.906263,0.108952203,0,0,0.000465414,0,0,0.008076097,0.038444898,0.000486458,0,0,0.032304386,0.109842565,1961.909255,0,0,4.271334923,0,0,0.399948036,0,0,0.061602144,0,0,0,0,0,4.359836369,0,0,0,0,0,0.97,49.32970709,0,0,0,0,0
Statewide Totals,2023,UBUS,2022,Aggregate,Gasoline,233.1674827,17433.16304,17433.16304,0,932.6699308,0.116053897,0,0.662298704,0.001375052,0,0.000776337,0.002729319,0.036699974,0.001495495,0,0.000844337,0.010917275,0.104857069,1625.344974,0,96.84964779,0.003779871,0,0.087882138,0.012376203,0,0.071464998,0.011959619,0,0.359716694,0.02479402,0.091140477,0.328691887,0.017451448,0,0.393844501,0.02479402,0.091140477,0.328691887,0.045,0.319254461,0,9.324905669,0.01606819,0,0.000957457
Statewide Totals,2023,UBUS,2022,Aggregate,Diesel,125.9142951,10463.94779,10463.94779,0,503.6571805,0.257816606,0,0,0.004749224,0,0,0.00582913,0.03838962,0.004963963,0,0,0.023316521,0.109684629,986.8856331,0,0,0.002421497,0,0,0.155484233,0,0,0.052134144,0,0,0,0,0,0.059350768,0,0,0,0,0,0.22,0.054807342,0,0,0.009351243,0,0
Statewide Totals,2023,UBUS,2022,Aggregate,Natural Gas,540.7391825,77099.13942,77099.13942,0,2162.95673,0.128728366,0,0,0.000490794,0,0,0.008502357,0.038456709,0.000512985,0,0,0.034009426,0.109876311,2232.59294,0,0,4.462532106,0,0,0.455128676,0,0,0.0641854,0,0,0,0,0,4.554804912,0,0,0,0,0,0.97,52.31387183,0,0,0,0,0
Statewide Totals,2023,UBUS,2023,Aggregate,Gasoline,206.4973093,16269.21365,16269.21365,0,825.9892372,0.090159205,0,0.593285199,0.001331813,0,0.000724029,0.002674974,0.036338584,0.001448468,0,0.000787448,0.010699897,0.103824525,1558.389883,0,91.62509532,0.003528001,0,0.077359996,0.010083613,0,0.069730791,0.011057135,0,0.311750795,0.024731656,0.091065684,0.323909526,0.016134545,0,0.34132788,0.024731656,0.091065684,0.323909526,0.045,0.332060264,0,9.119611533,0.015406271,0,0.000905807
Statewide Totals,2023,UBUS,2023,Aggregate,Diesel,86.06087,8234.158497,8234.158497,0,344.24348,0.308892813,0,0,0.005627817,0,0,0.006818241,0.038454648,0.005882282,0,0,0.027272963,0.109870422,1071.107641,0,0,0.002729178,0,0,0.168753445,0,0,0.058758452,0,0,0,0,0,0.066892031,0,0,0,0,0,0.22,0.064117334,0,0,0.010149289,0,0
Statewide Totals,2023,UBUS,2023,Aggregate,Natural Gas,533.8550765,65904.45823,65904.45823,0,2135.420306,0.096488264,0,0,0.000386062,0,0,0.008364168,0.038474992,0.000403518,0,0,0.033456673,0.109928548,1795.998275,0,0,4.304286483,0,0,0.366125997,0,0,0.061688882,0,0,0,0,0,4.393046539,0,0,0,0,0,0.97,50.39136819,0,0,0,0,0
